proposta_id,cliente_id,valor_proposta,status_proposta,data_envio
170,274,20820,Em negociação,2025-07-25
171,257,25462,Perdida,2025-12-14
172,280,12266,Perdida,2025-10-22
173,335,6964,Ganha,2025-09-12
174,134,18140,Ganha,2025-12-13
175,72,18384,Perdida,2025-10-05
176,474,9084,Ganha,2025-12-10
177,413,7317,Ganha,2025-12-10
178,487,32278,Perdida,2025-07-25
179,476,10281,Em negociação,2025-08-28
180,485,13484,Ganha,2025-12-18
181,54,7333,Perdida,2025-11-01
182,333,27954,Perdida,2025-10-12
183,401,19926,Ganha,2025-12-14
184,14,17856,Perdida,2025-09-22
185,350,6185,Perdida,2025-12-15
186,199,29722,Perdida,2025-09-09
187,360,32972,Perdida,2025-11-29
188,225,12732,Em negociação,2025-09-25
189,181,17690,Ganha,2025-12-14
190,122,20206,Ganha,2025-12-26
191,117,32070,Perdida,2025-08-13
192,291,8000,Em negociação,2025-12-25
193,448,21378,Em negociação,2025-12-09
194,30,13304,Perdida,2025-10-17
195,23,25586,Ganha,2025-07-14
196,456,21006,Em negociação,2025-11-25
197,311,31071,Perdida,2025-11-27
198,337,10033,Ganha,2025-08-11
199,106,37435,Perdida,2025-09-28
200,460,19436,Perdida,2025-10-12
201,483,29047,Perdida,2025-10-15
202,445,21004,Perdida,2025-10-21
203,164,37993,Ganha,2025-10-01
204,462,31924,Perdida,2025-07-22
205,249,23335,Ganha,2025-11-23
206,431,39143,Ganha,2025-08-09
207,108,13044,Perdida,2025-11-22
208,19,20407,Perdida,2025-07-15
209,392,34737,Em negociação,2025-12-23
210,256,7212,Ganha,2025-07-31
211,197,24687,Em negociação,2025-12-07
212,31,23290,Em negociação,2025-09-21
213,254,6235,Em negociação,2025-09-21
214,228,7910,Ganha,2025-09-22
215,95,33251,Perdida,2025-07-12
216,157,7051,Perdida,2025-09-30
217,480,6703,Em negociação,2025-10-03
218,473,22205,Em negociação,2025-07-30
219,111,6792,Ganha,2025-07-22
220,223,33019,Perdida,2025-12-14
221,414,12157,Perdida,2025-07-08
222,148,35376,Perdida,2025-08-05
223,394,39007,Ganha,2025-09-22
224,240,20612,Ganha,2025-12-25
225,144,22982,Ganha,2025-10-26
226,395,24387,Ganha,2025-09-18
227,20,22974,Perdida,2025-07-13
228,129,5808,Ganha,2025-08-05
229,339,26036,Em negociação,2025-11-13
230,228,35325,Ganha,2025-12-26
231,239,7425,Em negociação,2025-08-28
232,327,19276,Perdida,2025-08-02
233,481,10213,Ganha,2025-07-25
234,283,25580,Em negociação,2025-09-07
235,93,21908,Perdida,2025-10-19
236,133,37435,Ganha,2025-07-20
237,90,14627,Em negociação,2025-07-14
238,26,20248,Ganha,2025-12-19
239,95,38208,Em negociação,2025-08-02
240,163,7749,Perdida,2025-10-31
241,32,21977,Em negociação,2025-12-24
242,348,28156,Perdida,2025-12-17
243,308,20381,Ganha,2025-12-09
244,260,34085,Ganha,2025-12-09
245,122,18372,Ganha,2025-09-24
246,425,32260,Ganha,2025-09-10
247,449,23552,Ganha,2025-10-06
248,311,28611,Ganha,2025-09-15
249,460,29557,Perdida,2025-10-14
250,319,7041,Ganha,2025-12-17
251,149,14834,Em negociação,2025-12-22
252,55,18859,Em negociação,2025-08-20
253,367,38304,Perdida,2025-10-01
254,482,19081,Perdida,2025-08-01
255,17,14835,Perdida,2025-07-15
256,41,10066,Em negociação,2025-11-01
257,290,37997,Em negociação,2025-07-20
258,281,32399,Perdida,2025-11-27
259,434,39587,Perdida,2025-07-26
260,242,39370,Perdida,2025-10-08
261,138,17781,Em negociação,2025-10-14
262,467,20992,Ganha,2025-09-27
263,119,34872,Ganha,2025-11-29
264,355,20797,Perdida,2025-09-15
265,186,10222,Perdida,2025-08-21
266,40,28743,Perdida,2025-07-27
267,118,34423,Perdida,2025-10-31
268,292,13210,Em negociação,2025-10-27
269,398,31713,Perdida,2025-07-11
270,71,22057,Perdida,2025-10-02
271,161,12730,Ganha,2025-09-12
272,259,14725,Perdida,2025-07-20
273,452,17982,Em negociação,2025-09-03
274,8,15929,Ganha,2025-10-22
275,392,35792,Perdida,2025-11-26
276,446,7233,Em negociação,2025-12-22
277,354,15940,Em negociação,2025-11-25
278,264,39688,Em negociação,2025-09-11
279,182,13352,Perdida,2025-08-08
280,124,24227,Ganha,2025-10-03
281,303,12062,Em negociação,2025-12-17
282,38,28262,Em negociação,2025-09-15
283,323,34475,Perdida,2025-09-08
284,149,36267,Perdida,2025-11-12
285,371,38382,Ganha,2025-12-27
286,304,29240,Perdida,2025-09-03
287,195,26000,Perdida,2025-08-20
288,370,23304,Em negociação,2025-12-04
289,119,24487,Perdida,2025-12-16
290,289,38926,Em negociação,2025-08-02
291,261,32963,Ganha,2025-09-21
292,164,16692,Em negociação,2025-12-18
293,417,18807,Perdida,2025-10-18
294,295,25602,Ganha,2025-10-17
295,85,12769,Ganha,2025-08-26
296,225,19656,Em negociação,2025-10-16
297,481,22001,Em negociação,2025-12-01
298,474,20183,Perdida,2025-11-22
299,50,18555,Perdida,2025-08-20
300,387,16065,Ganha,2025-12-18
301,492,17788,Ganha,2025-12-22
302,190,18313,Ganha,2025-08-04
303,219,34152,Perdida,2025-09-03
304,152,12183,Perdida,2025-11-28
305,228,33328,Perdida,2025-12-06
306,443,13966,Em negociação,2025-07-10
307,60,28181,Em negociação,2025-11-02
308,373,9872,Ganha,2025-08-21
309,172,23095,Perdida,2025-08-19
310,345,9855,Perdida,2025-10-09
311,457,7513,Perdida,2025-08-17
312,163,17477,Em negociação,2025-07-12
313,429,7335,Em negociação,2025-07-21
314,5,21116,Ganha,2025-09-23
315,447,19431,Perdida,2025-10-22
316,241,14924,Perdida,2025-11-11
317,376,37553,Ganha,2025-11-08
318,326,10813,Em negociação,2025-11-04
319,2,33463,Ganha,2025-08-08
320,313,18667,Perdida,2025-12-19
321,215,22240,Perdida,2025-07-20
322,299,20382,Perdida,2025-08-27
323,272,16800,Em negociação,2025-10-30
324,449,24144,Perdida,2025-08-25
325,408,30703,Perdida,2025-08-11
326,247,24360,Ganha,2025-11-30
327,494,23826,Perdida,2025-09-05
328,167,21213,Perdida,2025-11-29
329,91,35456,Em negociação,2025-07-12
330,59,27778,Perdida,2025-11-26
331,397,36702,Em negociação,2025-08-25
332,308,32001,Perdida,2025-12-21
333,149,22558,Perdida,2025-09-15
334,32,26180,Ganha,2025-10-08
335,211,30649,Em negociação,2025-09-11
336,205,22085,Em negociação,2025-10-21
337,249,19348,Ganha,2025-12-17
338,158,34336,Perdida,2025-08-04
339,449,15914,Perdida,2025-07-21
340,57,26606,Ganha,2025-08-12
341,11,6383,Em negociação,2025-12-05
342,400,26842,Em negociação,2025-08-09
343,33,8225,Perdida,2025-09-27
344,275,18004,Em negociação,2025-08-13
345,203,20029,Ganha,2025-11-17
346,467,29502,Ganha,2025-11-03
347,284,21299,Em negociação,2025-12-19
348,433,6312,Perdida,2025-08-16
349,53,37866,Perdida,2025-08-26
350,22,15285,Ganha,2025-12-22
351,118,21207,Ganha,2025-11-27
352,417,29763,Perdida,2025-11-25
353,419,22694,Em negociação,2025-12-09
354,38,38063,Perdida,2025-09-13
355,11,5966,Perdida,2025-08-12
356,310,14951,Ganha,2025-07-31
357,406,30632,Ganha,2025-07-26
358,440,25459,Perdida,2025-09-11
359,263,6535,Ganha,2025-09-02
360,104,11532,Ganha,2025-07-14
361,296,35893,Perdida,2025-09-10
362,48,19565,Em negociação,2025-08-07
363,143,36676,Ganha,2025-07-02
364,274,38200,Ganha,2025-12-24
365,255,30797,Em negociação,2025-08-11
366,366,12097,Perdida,2025-08-03
367,500,6631,Perdida,2025-10-30
368,229,29236,Perdida,2025-12-01
369,330,25356,Ganha,2025-07-20
370,500,10481,Ganha,2025-11-15
371,107,37100,Perdida,2025-12-07
372,73,31423,Perdida,2025-08-29
373,268,20232,Ganha,2025-08-24
374,130,31991,Ganha,2025-10-03
375,428,14870,Ganha,2025-07-05
376,290,31642,Em negociação,2025-10-21
377,354,18711,Perdida,2025-08-25
378,280,37755,Ganha,2025-07-15
379,121,26091,Perdida,2025-08-27
380,264,10336,Em negociação,2025-09-11
381,359,10079,Perdida,2025-12-25
382,83,39074,Perdida,2025-11-16
383,102,33678,Em negociação,2025-11-29
384,20,32799,Perdida,2025-07-21
385,412,39379,Perdida,2025-08-10
386,215,31175,Ganha,2025-11-28
387,223,24282,Perdida,2025-07-08
388,139,39241,Ganha,2025-09-24
389,289,15875,Ganha,2025-08-17
390,351,18399,Em negociação,2025-09-24
391,266,21465,Perdida,2025-11-05
392,480,26638,Em negociação,2025-11-24
393,85,39365,Perdida,2025-08-29
394,6,25820,Perdida,2025-11-20
395,241,9394,Em negociação,2025-12-27
396,160,17299,Ganha,2025-12-04
397,276,35054,Ganha,2025-12-13
398,320,35716,Perdida,2025-12-11
399,180,19813,Ganha,2025-12-25
400,476,17624,Ganha,2025-09-10
401,300,25037,Perdida,2025-09-16
402,479,21695,Perdida,2025-07-17
403,338,18276,Ganha,2025-11-19
404,53,19184,Ganha,2025-10-22
405,289,11705,Ganha,2025-08-17
406,301,30096,Ganha,2025-07-30
407,310,23169,Em negociação,2025-07-24
408,343,36025,Ganha,2025-12-28
409,402,20193,Em negociação,2025-12-05
410,476,14600,Ganha,2025-08-29
411,448,5016,Ganha,2025-12-15
412,71,38535,Em negociação,2025-09-11
413,341,35912,Ganha,2025-08-22
414,390,12687,Ganha,2025-09-19
415,194,30266,Perdida,2025-09-29
416,160,39208,Ganha,2025-12-08
417,453,19018,Em negociação,2025-07-19
418,427,23201,Perdida,2025-09-08
419,287,33943,Perdida,2025-10-25
420,351,12880,Perdida,2025-09-08
421,334,27818,Ganha,2025-09-26
422,438,35544,Perdida,2025-10-01
423,373,32792,Ganha,2025-08-07
424,449,17516,Perdida,2025-11-13
425,478,5699,Ganha,2025-09-27
426,270,17772,Ganha,2025-10-10
427,169,11167,Em negociação,2025-10-25
428,258,5851,Perdida,2025-12-20
429,332,23019,Perdida,2025-09-18
430,23,21583,Ganha,2025-12-14
431,498,6994,Em negociação,2025-08-30
432,312,34784,Perdida,2025-08-29
433,384,11808,Ganha,2025-12-21
434,314,15039,Perdida,2025-11-13
435,446,13627,Ganha,2025-11-28
436,29,34057,Perdida,2025-12-13
437,161,11388,Em negociação,2025-10-18
438,437,17725,Perdida,2025-12-24
439,171,25740,Em negociação,2025-11-15
440,464,29002,Perdida,2025-07-11
441,207,32287,Em negociação,2025-07-10
442,32,9256,Ganha,2025-08-22
443,76,22474,Ganha,2025-09-06
444,23,23056,Perdida,2025-07-05
445,259,31820,Ganha,2025-12-28
446,160,22941,Perdida,2025-11-28
447,175,35556,Perdida,2025-07-03
448,45,35343,Ganha,2025-12-05
449,94,10663,Ganha,2025-07-30
450,321,6317,Perdida,2025-12-26
451,112,29545,Perdida,2025-10-26
452,158,17523,Perdida,2025-11-25
453,159,8495,Perdida,2025-10-16
454,92,23282,Ganha,2025-10-09
455,212,19808,Em negociação,2025-10-20
456,453,18056,Ganha,2025-10-14
457,133,33809,Ganha,2025-08-25
458,182,28829,Ganha,2025-07-17
459,268,34469,Em negociação,2025-07-06
460,426,16172,Ganha,2025-08-01
461,198,15204,Perdida,2025-11-05
462,360,33433,Ganha,2025-07-07
463,408,23919,Ganha,2025-07-02
464,496,38014,Perdida,2025-10-21
465,47,38637,Perdida,2025-10-23
466,112,35650,Ganha,2025-11-29
467,265,17217,Perdida,2025-08-31
468,301,26167,Perdida,2025-09-23
469,338,7218,Ganha,2025-12-02
470,323,28519,Em negociação,2025-12-26
471,82,32617,Perdida,2025-10-03
472,332,11567,Ganha,2025-09-28
473,157,15665,Perdida,2025-11-11
474,386,6425,Perdida,2025-07-24
475,234,33506,Perdida,2025-08-29
476,428,20963,Ganha,2025-09-24
477,308,27143,Perdida,2025-09-17
478,154,7629,Em negociação,2025-10-30
479,391,38224,Ganha,2025-09-10
480,397,22652,Em negociação,2025-09-17
481,304,6871,Ganha,2025-11-16
482,473,24698,Em negociação,2025-07-03
483,483,39346,Ganha,2025-08-05
484,385,14145,Ganha,2025-10-04
485,404,8525,Em negociação,2025-10-10
486,406,14270,Em negociação,2025-09-02
487,203,15835,Perdida,2025-07-13
488,76,18133,Em negociação,2025-10-12
489,158,10267,Ganha,2025-11-06
490,224,10909,Perdida,2025-11-19
491,351,29527,Ganha,2025-11-18
492,177,11547,Perdida,2025-07-06
493,202,18925,Em negociação,2025-07-10
494,193,35374,Perdida,2025-12-04
495,199,13421,Ganha,2025-11-24
496,205,26437,Em negociação,2025-07-09
497,374,32826,Perdida,2025-08-14
498,37,27732,Perdida,2025-07-31
499,14,19528,Em negociação,2025-11-13
500,394,20411,Perdida,2025-10-02
501,257,5104,Perdida,2025-09-18
502,469,10063,Perdida,2025-11-23
503,256,17318,Ganha,2025-10-12
504,223,11085,Ganha,2025-07-14
505,93,32899,Ganha,2025-10-10
506,199,36500,Ganha,2025-09-12
507,92,15717,Perdida,2025-08-18
508,428,11975,Perdida,2025-12-07
509,178,11645,Perdida,2025-09-16
510,412,5801,Ganha,2025-11-26
511,295,38224,Perdida,2025-09-03
512,6,36859,Perdida,2025-07-10
513,206,32686,Perdida,2025-10-12
514,218,21950,Perdida,2025-11-29
515,310,34508,Perdida,2025-08-29
516,365,26958,Em negociação,2025-09-26
517,58,16720,Em negociação,2025-08-14
518,389,30131,Em negociação,2025-12-08
519,77,5455,Ganha,2025-07-30
520,133,17950,Perdida,2025-07-24
521,373,34818,Perdida,2025-09-01
522,145,7611,Ganha,2025-08-25
523,236,29058,Ganha,2025-07-28
524,352,29202,Ganha,2025-10-03
525,346,24408,Perdida,2025-12-22
526,278,22513,Ganha,2025-09-28
527,214,6148,Perdida,2025-10-13
528,326,7334,Perdida,2025-09-28
529,375,7399,Perdida,2025-09-18
530,128,16484,Ganha,2025-12-04
531,65,14479,Perdida,2025-09-09
532,458,23002,Ganha,2025-09-02
533,353,20997,Em negociação,2025-08-16
534,292,35042,Ganha,2025-10-06
535,191,7509,Ganha,2025-07-18
536,416,11627,Perdida,2025-12-08
537,173,24790,Perdida,2025-12-23
538,95,21833,Perdida,2025-12-08
539,429,33405,Em negociação,2025-11-09
540,293,22103,Em negociação,2025-07-24
541,264,20974,Perdida,2025-12-16
542,192,35993,Ganha,2025-09-08
543,141,17170,Ganha,2025-07-10
544,24,31127,Em negociação,2025-07-08
545,146,22870,Ganha,2025-11-05
546,10,32153,Perdida,2025-10-19
547,137,35306,Perdida,2025-07-19
548,163,11366,Ganha,2025-12-24
549,364,26273,Ganha,2025-07-25
550,148,35188,Perdida,2025-07-19
551,305,26545,Perdida,2025-08-29
552,477,5823,Ganha,2025-10-08
553,178,34123,Ganha,2025-08-23
554,108,39880,Perdida,2025-07-09
555,200,21757,Perdida,2025-07-12
556,437,10151,Perdida,2025-08-07
557,177,10445,Ganha,2025-08-15
558,190,24925,Ganha,2025-10-09
559,232,35630,Ganha,2025-07-22
560,300,15927,Perdida,2025-08-06
561,221,32223,Em negociação,2025-12-23
562,385,23604,Perdida,2025-08-25
563,121,29594,Em negociação,2025-11-25
564,194,13093,Ganha,2025-11-03
565,109,12250,Perdida,2025-11-13
566,443,15427,Perdida,2025-09-17
567,282,31772,Perdida,2025-11-03
568,215,23276,Ganha,2025-09-27
569,323,11923,Perdida,2025-07-06
570,492,25825,Perdida,2025-08-14
571,201,19752,Em negociação,2025-08-24
572,388,35403,Ganha,2025-09-04
573,81,16640,Perdida,2025-12-28
574,273,26892,Perdida,2025-07-14
575,89,11443,Perdida,2025-07-14
576,215,32411,Perdida,2025-07-19
577,15,19692,Ganha,2025-07-23
578,258,10276,Perdida,2025-09-15
579,485,6496,Ganha,2025-10-26
580,86,35927,Perdida,2025-09-25
581,12,30515,Perdida,2025-11-09
582,436,15576,Perdida,2025-10-28
583,90,35944,Em negociação,2025-11-07
584,166,13693,Ganha,2025-12-21
585,106,35223,Perdida,2025-07-06
586,309,34075,Em negociação,2025-11-13
587,499,35238,Perdida,2025-11-30
588,412,26709,Em negociação,2025-11-18
589,126,35291,Perdida,2025-12-11
590,4,7118,Perdida,2025-09-15
591,444,39063,Em negociação,2025-09-21
592,37,32334,Em negociação,2025-08-13
593,62,6554,Perdida,2025-12-13
594,150,31109,Em negociação,2025-12-18
595,187,31177,Perdida,2025-08-20
596,323,33838,Perdida,2025-11-27
597,54,14567,Em negociação,2025-08-02
598,386,12325,Perdida,2025-09-26
599,212,27271,Ganha,2025-10-27
600,408,36627,Ganha,2025-12-04
601,169,9854,Perdida,2025-08-25
602,386,21038,Perdida,2025-10-02
603,152,34142,Ganha,2025-09-04
604,359,21903,Perdida,2025-07-29
605,19,14176,Ganha,2025-10-16
606,14,19484,Em negociação,2025-08-06
607,186,24085,Ganha,2025-11-18
608,291,24971,Perdida,2025-09-07
609,345,24325,Ganha,2025-07-04
610,66,14602,Perdida,2025-09-21
611,132,19936,Ganha,2025-11-04
612,299,24854,Ganha,2025-12-25
613,133,28865,Perdida,2025-08-18
614,208,36258,Perdida,2025-11-15
615,498,27558,Perdida,2025-07-31
616,437,37839,Ganha,2025-09-24
617,194,36801,Perdida,2025-08-16
618,247,16494,Perdida,2025-09-22
619,8,9243,Ganha,2025-10-10
620,106,19700,Ganha,2025-07-26
621,399,12837,Perdida,2025-09-28
622,256,35102,Perdida,2025-07-18
623,465,5799,Em negociação,2025-08-16
624,460,19966,Perdida,2025-09-26
625,341,7152,Perdida,2025-12-03
626,488,26595,Perdida,2025-10-20
627,284,10206,Em negociação,2025-12-14
628,229,39271,Ganha,2025-10-24
629,409,16972,Perdida,2025-07-15
630,440,21062,Ganha,2025-09-03
631,91,7636,Em negociação,2025-10-21
632,283,23184,Ganha,2025-11-10
633,376,9172,Em negociação,2025-11-25
634,268,24841,Ganha,2025-10-31
635,125,36279,Perdida,2025-08-13
636,452,8347,Ganha,2025-07-19
637,38,17872,Perdida,2025-09-06
638,43,36197,Ganha,2025-08-12
639,302,19089,Perdida,2025-10-13
640,292,5629,Perdida,2025-11-30
641,369,34008,Perdida,2025-11-09
642,302,34901,Em negociação,2025-10-25
643,387,31684,Perdida,2025-08-24
644,324,16569,Ganha,2025-08-27
645,264,23596,Em negociação,2025-10-13
646,136,39877,Ganha,2025-10-19
647,348,37968,Ganha,2025-09-07
648,58,16939,Perdida,2025-10-08
649,458,38393,Perdida,2025-11-17
650,92,9296,Perdida,2025-07-09
651,156,11197,Em negociação,2025-09-06
652,176,16970,Ganha,2025-12-01
653,391,20191,Ganha,2025-08-22
654,157,25972,Perdida,2025-08-30
655,53,24664,Em negociação,2025-11-05
656,293,15131,Ganha,2025-11-09
657,393,30967,Perdida,2025-11-18
658,313,15297,Ganha,2025-08-18
659,243,32322,Perdida,2025-10-21
660,118,22226,Perdida,2025-10-12
661,190,14501,Ganha,2025-09-29
662,425,25666,Perdida,2025-09-11
663,289,30791,Perdida,2025-12-27
664,391,31481,Ganha,2025-09-15
665,182,14170,Em negociação,2025-10-19
666,10,18252,Ganha,2025-10-24
667,151,29476,Ganha,2025-09-10
668,405,30061,Ganha,2025-08-07
669,379,18071,Perdida,2025-07-23
670,258,33842,Em negociação,2025-12-01
671,39,20934,Ganha,2025-08-28
672,483,35793,Em negociação,2025-12-17
673,400,30563,Perdida,2025-08-26
674,128,23359,Em negociação,2025-07-31
675,193,8887,Ganha,2025-07-18
676,176,23090,Perdida,2025-09-07
677,473,23627,Ganha,2025-11-24
678,451,9848,Ganha,2025-09-14
679,423,14946,Em negociação,2025-07-31
680,154,18106,Perdida,2025-09-07
681,126,26485,Perdida,2025-07-12
682,134,39801,Em negociação,2025-07-05
683,12,14205,Perdida,2025-12-11
684,446,25575,Em negociação,2025-09-27
685,464,34218,Perdida,2025-11-04
686,95,26054,Perdida,2025-09-02
687,186,26824,Ganha,2025-10-23
688,131,6516,Ganha,2025-07-17
689,211,33005,Perdida,2025-08-26
690,409,8147,Em negociação,2025-12-13
691,468,38571,Perdida,2025-08-06
692,224,7102,Em negociação,2025-10-06
693,405,37244,Ganha,2025-10-04
694,325,9398,Perdida,2025-08-06
695,48,12361,Perdida,2025-08-19
696,434,10749,Perdida,2025-08-31
697,313,17510,Perdida,2025-07-06
698,221,23144,Perdida,2025-11-20
699,334,26655,Ganha,2025-07-16
700,295,27269,Perdida,2025-07-04
701,379,33337,Em negociação,2025-09-17
702,295,24255,Ganha,2025-09-20
703,10,5559,Ganha,2025-09-10
704,78,21964,Em negociação,2025-08-01
705,346,26405,Perdida,2025-07-14
706,341,18128,Perdida,2025-08-03
707,474,28242,Em negociação,2025-08-03
708,79,17376,Perdida,2025-11-06
709,158,16900,Ganha,2025-08-14
710,309,7585,Perdida,2025-08-12
711,179,9539,Ganha,2025-10-09
712,476,20080,Perdida,2025-11-07
713,156,15701,Perdida,2025-10-20
714,120,19236,Perdida,2025-12-22
715,71,33812,Ganha,2025-09-23
716,14,34094,Em negociação,2025-11-05
717,195,8225,Perdida,2025-09-17
718,102,18476,Perdida,2025-07-30
719,418,13169,Ganha,2025-11-14
720,260,38849,Ganha,2025-11-05
721,62,37054,Perdida,2025-09-28
722,384,25767,Perdida,2025-11-05
723,47,38220,Perdida,2025-10-24
724,261,12339,Em negociação,2025-12-24
725,4,29905,Em negociação,2025-09-17
